source_file,instance,family,family_group,scale,method,solver,configuration,metric,value
result_only_coarsened_quantum.json,RC207,RC,RC2,All,Inflated,FullQubo,Inflated FullQubo,total_waiting_time,842.2465481604385
result_only_coarsened_quantum.json,RC207,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,capacity_violations,0.0
result_only_coarsened_quantum.json,RC207,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,computation_time,3.138548917020671
result_only_coarsened_quantum.json,RC207,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,num_vehicles,3.0
result_only_coarsened_quantum.json,RC207,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,time_window_violations,0.0
result_only_coarsened_quantum.json,RC207,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,total_demand_served,320.0
result_only_coarsened_quantum.json,RC207,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,total_distance,310.35847115482426
result_only_coarsened_quantum.json,RC207,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,total_route_duration,1651.213243813279
result_only_coarsened_quantum.json,RC207,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,total_service_time,150.0
result_only_coarsened_quantum.json,RC207,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,total_waiting_time,1190.8547726584547
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,FullQubo,Inflated FullQubo,capacity_violations,0.0
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,FullQubo,Inflated FullQubo,computation_time,2.2116160000441596
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,FullQubo,Inflated FullQubo,num_vehicles,3.0
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,FullQubo,Inflated FullQubo,time_window_violations,0.0
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,FullQubo,Inflated FullQubo,total_demand_served,320.0
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,FullQubo,Inflated FullQubo,total_distance,312.3263954761291
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,FullQubo,Inflated FullQubo,total_route_duration,1118.3783112382923
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,FullQubo,Inflated FullQubo,total_service_time,150.0
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,FullQubo,Inflated FullQubo,total_waiting_time,656.0519157621633
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,capacity_violations,0.0
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,computation_time,2.211266624974087
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,num_vehicles,3.0
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,time_window_violations,0.0
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,total_demand_served,320.0
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,total_distance,307.91696238829314
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,total_route_duration,1402.3805283943689
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,total_service_time,150.0
result_only_coarsened_quantum.json,RC208,RC,RC2,All,Inflated,AveragePartitionSolver,Inflated AveragePartitionSolver,total_waiting_time,944.4635660060757
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,capacity_violations,0.0
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,computation_time,30.349256832967512
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,num_vehicles,4.0
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,time_window_violations,0.0
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_demand_served,150.0
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_distance,164.78052643249865
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_route_duration,3150.060124434598
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_service_time,900.0
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_waiting_time,2085.279598002099
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,capacity_violations,0.0
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,computation_time,30.464568666997366
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,num_vehicles,2.0
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,time_window_violations,0.0
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_demand_served,150.0
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_distance,102.67457485982511
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_route_duration,1956.2970698203576
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_service_time,900.0
result_quantum_10customer.json,C101,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_waiting_time,953.6224949605325
result_quantum_10customer.json,C101,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,capacity_violations,0.0
result_quantum_10customer.json,C101,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,computation_time,3.759266542037949
result_quantum_10customer.json,C101,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,num_vehicles,2.0
result_quantum_10customer.json,C101,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,time_window_violations,0.0
result_quantum_10customer.json,C101,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_demand_served,150.0
result_quantum_10customer.json,C101,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_distance,93.2687855022323
result_quantum_10customer.json,C101,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_route_duration,1860.7923119685443
result_quantum_10customer.json,C101,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_service_time,900.0
result_quantum_10customer.json,C101,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_waiting_time,867.5235264663118
result_quantum_10customer.json,C101,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,capacity_violations,0.0
result_quantum_10customer.json,C101,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,computation_time,3.7596286250045523
result_quantum_10customer.json,C101,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,num_vehicles,2.0
result_quantum_10customer.json,C101,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,time_window_violations,0.0
result_quantum_10customer.json,C101,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_demand_served,150.0
result_quantum_10customer.json,C101,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_distance,93.44670040226386
result_quantum_10customer.json,C101,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_route_duration,1860.7923119685443
result_quantum_10customer.json,C101,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_service_time,900.0
result_quantum_10customer.json,C101,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_waiting_time,867.3456115662802
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,capacity_violations,0.0
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,computation_time,30.517607165966183
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,num_vehicles,2.0
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,time_window_violations,0.0
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_demand_served,150.0
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_distance,111.09030638935968
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_route_duration,1661.2210794035523
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_service_time,900.0
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_waiting_time,650.1307730141925
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,capacity_violations,0.0
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,computation_time,30.569117249979172
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,num_vehicles,3.0
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,time_window_violations,0.0
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_demand_served,150.0
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_distance,133.56919370093172
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_route_duration,1878.0940873013024
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_service_time,900.0
result_quantum_10customer.json,C102,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_waiting_time,844.5248936003707
result_quantum_10customer.json,C102,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,capacity_violations,0.0
result_quantum_10customer.json,C102,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,computation_time,3.898717708012555
result_quantum_10customer.json,C102,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,num_vehicles,2.0
result_quantum_10customer.json,C102,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,time_window_violations,0.0
result_quantum_10customer.json,C102,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_demand_served,150.0
result_quantum_10customer.json,C102,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_distance,98.20276791630482
result_quantum_10customer.json,C102,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_route_duration,1666.7923119685443
result_quantum_10customer.json,C102,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_service_time,900.0
result_quantum_10customer.json,C102,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_waiting_time,668.5895440522394
result_quantum_10customer.json,C102,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,capacity_violations,0.0
result_quantum_10customer.json,C102,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,computation_time,3.9025946669862606
result_quantum_10customer.json,C102,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,num_vehicles,2.0
result_quantum_10customer.json,C102,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,time_window_violations,0.0
result_quantum_10customer.json,C102,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_demand_served,150.0
result_quantum_10customer.json,C102,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_distance,106.67149000731088
result_quantum_10customer.json,C102,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_route_duration,1479.2105215185165
result_quantum_10customer.json,C102,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_service_time,900.0
result_quantum_10customer.json,C102,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_waiting_time,472.53903151120574
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,capacity_violations,0.0
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,computation_time,31.45349649997661
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,num_vehicles,3.0
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,time_window_violations,0.0
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_demand_served,150.0
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_distance,137.66483538039793
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_route_duration,1933.4576085300496
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_service_time,900.0
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_waiting_time,895.7927731496516
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,capacity_violations,0.0
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,computation_time,30.219612499990035
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,num_vehicles,3.0
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,time_window_violations,0.0
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_demand_served,150.0
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_distance,133.28024890444183
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_route_duration,2125.0600469091496
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_service_time,900.0
result_quantum_10customer.json,C103,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_waiting_time,1091.7797980047076
result_quantum_10customer.json,C103,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,capacity_violations,0.0
result_quantum_10customer.json,C103,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,computation_time,3.900440208031796
result_quantum_10customer.json,C103,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,num_vehicles,2.0
result_quantum_10customer.json,C103,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,time_window_violations,0.0
result_quantum_10customer.json,C103,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_demand_served,150.0
result_quantum_10customer.json,C103,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_distance,106.67149000731088
result_quantum_10customer.json,C103,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_route_duration,1479.2105215185165
result_quantum_10customer.json,C103,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_service_time,900.0
result_quantum_10customer.json,C103,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_waiting_time,472.53903151120574
result_quantum_10customer.json,C103,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,capacity_violations,0.0
result_quantum_10customer.json,C103,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,computation_time,3.9666043749894015
result_quantum_10customer.json,C103,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,num_vehicles,2.0
result_quantum_10customer.json,C103,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,time_window_violations,0.0
result_quantum_10customer.json,C103,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_demand_served,150.0
result_quantum_10customer.json,C103,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_distance,102.12573531809068
result_quantum_10customer.json,C103,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_route_duration,1479.2105215185165
result_quantum_10customer.json,C103,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_service_time,900.0
result_quantum_10customer.json,C103,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_waiting_time,477.0847862004259
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,capacity_violations,0.0
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,computation_time,30.42711812502239
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,num_vehicles,3.0
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,time_window_violations,0.0
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_demand_served,150.0
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_distance,139.92164927371132
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_route_duration,1791.4310178659143
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_service_time,900.0
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_waiting_time,751.5093685922028
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,capacity_violations,0.0
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,computation_time,30.295919958036393
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,num_vehicles,4.0
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,time_window_violations,0.0
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_demand_served,150.0
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_distance,167.80818948382313
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_route_duration,1724.1559459747202
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_service_time,900.0
result_quantum_10customer.json,C104,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_waiting_time,656.3477564908969
result_quantum_10customer.json,C104,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,capacity_violations,0.0
result_quantum_10customer.json,C104,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,computation_time,3.8906590419937856
result_quantum_10customer.json,C104,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,num_vehicles,2.0
result_quantum_10customer.json,C104,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,time_window_violations,0.0
result_quantum_10customer.json,C104,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_demand_served,150.0
result_quantum_10customer.json,C104,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_distance,101.01139648283518
result_quantum_10customer.json,C104,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_route_duration,1479.2105215185165
result_quantum_10customer.json,C104,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_service_time,900.0
result_quantum_10customer.json,C104,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_waiting_time,478.1991250356814
result_quantum_10customer.json,C104,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,capacity_violations,0.0
result_quantum_10customer.json,C104,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,computation_time,3.895104542025365
result_quantum_10customer.json,C104,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,num_vehicles,2.0
result_quantum_10customer.json,C104,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,time_window_violations,0.0
result_quantum_10customer.json,C104,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_demand_served,150.0
result_quantum_10customer.json,C104,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_distance,102.47185877155232
result_quantum_10customer.json,C104,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_route_duration,1762.72470619579
result_quantum_10customer.json,C104,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_service_time,900.0
result_quantum_10customer.json,C104,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_waiting_time,760.2528474242378
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,capacity_violations,0.0
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,computation_time,30.377531666017603
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,num_vehicles,3.0
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,time_window_violations,0.0
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_demand_served,150.0
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_distance,137.34769665856123
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_route_duration,2713.4078400966323
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_service_time,900.0
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,FullQubo,N10 Uncoarsened FullQubo,total_waiting_time,1676.0601434380715
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,capacity_violations,0.0
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,computation_time,30.886690790997818
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,num_vehicles,3.0
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,time_window_violations,0.0
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_demand_served,150.0
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_distance,133.5156642562703
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_route_duration,2037.4215853169546
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_service_time,900.0
result_quantum_10customer.json,C105,C,C1,N10,Uncoarsened,AveragePartitionSolver,N10 Uncoarsened AveragePartitionSolver,total_waiting_time,1003.9059210606845
result_quantum_10customer.json,C105,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,capacity_violations,0.0
result_quantum_10customer.json,C105,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,computation_time,3.7587613749783486
result_quantum_10customer.json,C105,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,num_vehicles,2.0
result_quantum_10customer.json,C105,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,time_window_violations,0.0
result_quantum_10customer.json,C105,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_demand_served,150.0
result_quantum_10customer.json,C105,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_distance,98.70125313068634
result_quantum_10customer.json,C105,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_route_duration,1809.7923119685443
result_quantum_10customer.json,C105,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_service_time,900.0
result_quantum_10customer.json,C105,C,C1,N10,Inflated,FullQubo,N10 Inflated FullQubo,total_waiting_time,811.0910588378578
result_quantum_10customer.json,C105,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,capacity_violations,0.0
result_quantum_10customer.json,C105,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,computation_time,3.7559463750221767
result_quantum_10customer.json,C105,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,num_vehicles,2.0
result_quantum_10customer.json,C105,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,time_window_violations,0.0
result_quantum_10customer.json,C105,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_demand_served,150.0
result_quantum_10customer.json,C105,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_distance,93.75900522722078
result_quantum_10customer.json,C105,C,C1,N10,Inflated,AveragePartitionSolver,N10 Inflated AveragePartitionSolver,total_route_duration,1809.7923119685443
